word,length,fre,pmi,entropy
有点发,3,7.753874783537662e-05,4.378509123059576,1.8891591637540215
不放心,3,7.753874783537662e-05,3.23844012071312,1.8891591637540215
直到,2,0.00015507749567075324,3.075030822385295,1.889159163754021
夏天,2,8.615416426152958e-05,3.659397022508915,1.8866967846580787
屋门,2,8.615416426152958e-05,3.669688708545462,1.8866967846580784
社会,2,0.00011200041353998845,5.909384712990574,1.8848713335781608
卖力气,3,0.00011200041353998845,5.304648489774682,1.8848713335781608
小屋,2,0.00014646207924460028,3.3614579678662935,1.8546526185598233
表示,2,0.00012061582996614141,8.232589093187356,1.8468891232610354
答应,2,9.476958068768254e-05,6.752650309849839,1.8462202193216335
个买卖,3,9.476958068768254e-05,3.0490243208465007,1.8462202193216335
清静,2,9.476958068768254e-05,4.947786821906735,1.8462202193216333
点钟,2,0.00011200041353998845,4.767053530967283,1.844621476365503
把车拉,3,0.00012923124639229437,4.825196946991695,1.8413903748459728
十块,2,0.0001636929120969062,3.910414124385876,1.8403407956415927
洋车夫,3,0.00011200041353998845,5.651444609737531,1.8392967479776607
院里,2,0.0002240008270799769,4.150348592061847,1.8370656682286504
漂亮,2,0.00013784666281844733,7.079544152950732,1.8346096344580884
记得,2,8.615416426152958e-05,3.8188933351241534,1.8343719702816237
安慰,2,8.615416426152958e-05,7.151097845299358,1.8343719702816235
拉散座,3,8.615416426152958e-05,5.603067828393436,1.8343719702816235
车份儿,3,8.615416426152958e-05,4.252215397735284,1.8343719702816235
夜里,2,8.615416426152958e-05,3.6418512580554476,1.8343719702816235
只觉得,3,8.615416426152958e-05,3.3193556711320142,1.8343719702816235
胆子,2,8.615416426152958e-05,3.268650785116839,1.8343719702816235
早就,2,8.615416426152958e-05,3.107506912044262,1.8343719702816235
财产,2,7.753874783537662e-05,7.590085645446165,1.8310204811135165
吐出,2,7.753874783537662e-05,4.275899640773639,1.8310204811135165
少爷,2,7.753874783537662e-05,4.201594915053125,1.8310204811135165
无法,2,7.753874783537662e-05,3.8913121176870304,1.8310204811135165
四外,2,7.753874783537662e-05,3.5540030469277086,1.8310204811135165
伺候,2,7.753874783537662e-05,6.305371077144195,1.8310204811135162
困难,2,7.753874783537662e-05,6.137833316534477,1.8310204811135162
恐怕,2,7.753874783537662e-05,5.893636356022435,1.8310204811135162
至少,2,0.00015507749567075324,5.232954976712067,1.8310204811135162
听明白,3,7.753874783537662e-05,4.712100896815435,1.8310204811135162
西山,2,7.753874783537662e-05,4.634051471703609,1.8310204811135162
买东西,3,7.753874783537662e-05,3.5723385540962354,1.8310204811135162
回事,2,0.00027569332563689465,3.671719166095844,1.8213871135829307
脖子,2,0.00012923124639229437,3.987773452080045,1.8065071652616695
工作,2,0.00012923124639229437,4.579464759398424,1.7999587982097305
快快,2,9.476958068768254e-05,3.473242975165593,1.7986522062521288
偶尔,2,5.169249855691775e-05,9.561896522933635,1.7917594692280547
每逢,2,5.169249855691775e-05,7.998395705686561,1.7917594692280547
摸了摸,3,5.169249855691775e-05,7.952458610499535,1.7917594692280547
佩服,2,5.169249855691775e-05,7.15476757418832,1.7917594692280547
形容,2,5.169249855691775e-05,6.406199599686967,1.7917594692280547
二强嫂,3,5.169249855691775e-05,6.388957793252461,1.7917594692280547
甚至于,3,5.169249855691775e-05,6.388957793252461,1.7917594692280547
清华,2,5.169249855691775e-05,6.25403847535309,1.7917594692280547
报告,2,5.169249855691775e-05,6.1180828391170605,1.7917594692280547
吵嘴,2,5.169249855691775e-05,6.041556486099058,1.7917594692280547
交待,2,5.169249855691775e-05,5.845342346663479,1.7917594692280547
除非,2,5.169249855691775e-05,5.678861054378742,1.7917594692280547
杨太太,3,5.169249855691775e-05,5.3859406252653725,1.7917594692280547
卖掉,2,5.169249855691775e-05,5.127442033647498,1.7917594692280547
瞪眼,2,5.169249855691775e-05,5.055983069665353,1.7917594692280547
童儿,2,5.169249855691775e-05,4.930939251334125,1.7917594692280547
暖和,2,5.169249855691775e-05,4.849245621520964,1.7917594692280547
当初,2,5.169249855691775e-05,4.795024067354325,1.7917594692280547
白菜,2,5.169249855691775e-05,4.530525330358202,1.7917594692280547
虎牙,2,5.169249855691775e-05,4.365205157433214,1.7917594692280547
妇女们,3,5.169249855691775e-05,4.345741455746108,1.7917594692280547
厂主,2,5.169249855691775e-05,4.263171076396259,1.7917594692280547
用不着,3,5.169249855691775e-05,4.219562270968825,1.7917594692280547
微动,2,5.169249855691775e-05,4.213429372700127,1.7917594692280547
同时也,3,5.169249855691775e-05,4.185579350341863,1.7917594692280547
风从,2,5.169249855691775e-05,4.138115938410587,1.7917594692280547
着一层,3,5.169249855691775e-05,3.9682478426879184,1.7917594692280547
